date_time,price_usd,srch_booking_window,srch_saturday_night_bool
5427010,2012-11-13 12:28:42,66.0,1,0
5430978,2013-02-28 21:22:21,88.0,6,0
5432230,2013-04-30 17:04:27,138.0,14,0
5434013,2013-04-22 15:25:25,118.0,171,1
5436519,2013-04-06 08:19:36,90.0,197,0
5436593,2013-06-19 21:25:38,132.0,8,1
5437900,2013-04-22 13:07:54,217.0,11,1
5440419,2012-12-01 18:09:41,50.0,24,0
5441364,2013-02-04 10:43:32,118.0,2,0
5443959,2013-02-25 08:56:43,146.0,5,1
5453778,2013-04-25 09:23:51,50.0,9,1
5454087,2013-02-07 19:59:16,52.0,129,0
5455839,2012-11-07 15:03:34,50.0,36,1
5457965,2012-12-06 17:23:54,43.0,4,0
5461466,2013-04-17 22:21:19,56.0,95,0
5461615,2013-02-06 20:47:34,183.0,2,1
5465904,2013-05-24 13:59:05,140.0,77,1
5467402,2013-02-20 10:28:34,149.0,46,0
5467570,2013-02-02 17:32:23,122.41,27,1
5475020,2013-05-06 18:25:18,64.0,21,0
5477784,2013-06-07 23:27:01,220.0,98,1
5481307,2013-04-03 16:38:23,112.0,0,0
5484642,2013-03-01 08:04:23,170.0,64,1
5491863,2013-03-17 16:39:05,68.0,42,0
5498726,2013-02-27 18:12:26,101.0,71,1
5507124,2013-03-07 19:21:45,155.0,1,1
5507886,2013-01-07 14:02:42,101.0,178,1
5510835,2012-12-21 23:10:30,82.0,86,0
5517099,2013-01-09 11:29:39,116.0,24,1
5532443,2012-12-17 12:08:40,62.0,34,0
5535160,2013-03-10 11:10:32,80.0,63,0
5535720,2013-05-04 22:23:41,132.0,104,1
5536584,2012-11-26 19:17:49,119.0,11,1
5537441,2013-04-30 05:12:10,67.0,41,0
5544741,2013-02-15 20:00:00,99.0,0,1
5548594,2013-01-11 09:41:27,73.0,46,0
5553298,2013-02-01 20:23:53,104.0,4,0
5553453,2013-06-03 19:06:13,60.0,21,0
5555496,2012-11-01 10:36:45,122.0,134,1
5559595,2013-04-17 12:33:09,206.0,16,1
5561676,2013-03-14 23:07:44,77.0,40,0
5562124,2012-12-22 12:16:56,71.0,4,0
5563032,2013-04-07 15:44:28,109.0,68,1
5565783,2012-11-29 21:29:47,63.0,24,0
5569106,2012-12-21 10:18:48,81.0,193,0
5574268,2012-11-26 19:48:15,53.0,26,1
5574835,2012-11-16 12:41:50,46.0,2,0
5582402,2013-05-24 11:25:49,71.0,156,0
5585540,2013-06-25 00:29:29,132.0,16,1
5590023,2012-11-02 02:36:00,79.0,15,1
5594503,2013-01-13 22:47:17,53.0,1,0
5596556,2012-11-15 22:03:05,56.0,38,0
5598607,2012-11-14 13:42:34,46.0,33,0
5599049,2013-03-15 18:46:08,159.0,97,0
5601322,2013-04-15 19:07:22,72.0,41,0
5607411,2013-01-26 20:08:44,156.0,13,1
5608052,2013-01-27 19:44:51,137.0,52,0
5617691,2012-12-25 19:08:37,56.0,27,0
5625435,2013-03-14 14:45:16,108.0,3,0
5628713,2013-06-09 08:52:51,94.0,45,0
5630551,2013-02-13 11:20:49,64.0,48,0
5632464,2013-05-12 09:25:03,122.0,75,1
5633259,2012-12-20 11:43:53,75.0,94,0
5639835,2013-06-18 23:18:43,259.0,3,1
5648343,2013-03-01 06:52:37,104.0,27,1
5675439,2013-03-27 22:01:33,69.0,4,0
5679005,2012-11-28 07:04:22,71.0,159,0
5679400,2013-04-26 19:33:34,169.0,6,1
5680752,2013-06-19 12:37:16,93.0,5,0
5682006,2013-04-19 09:00:38,173.0,29,1
5683579,2013-02-17 21:31:57,68.0,38,0
5686163,2013-02-05 18:53:55,99.0,17,1
5689301,2012-11-17 17:48:08,130.0,21,1
5690964,2012-12-10 12:15:05,219.0,27,0
5697998,2013-06-03 22:58:04,115.0,3,1
5698463,2013-05-07 17:01:39,132.0,13,0
5701819,2013-01-13 15:19:58,58.0,10,0
5702161,2013-02-09 09:13:34,56.0,16,0
5702449,2012-12-01 23:08:16,67.0,24,0
5704941,2013-04-11 09:59:40,108.0,64,1
5708133,2012-12-05 21:24:17,141.0,3,1
5711483,2012-11-15 23:21:00,126.0,1,1
5712839,2013-06-16 17:46:46,166.0,96,1
5715600,2013-03-01 09:44:18,71.0,31,0
5725267,2013-06-14 18:14:31,54.0,17,0
5733285,2013-04-12 20:43:44,90.0,89,0
5735682,2013-06-19 19:53:14,53.0,24,1
5736204,2013-06-22 20:03:10,162.0,20,1
5736375,2013-03-27 18:56:28,123.0,21,0
5737138,2013-05-16 18:07:06,56.0,66,0
5748049,2013-01-02 19:56:47,141.0,45,1
5748968,2013-02-11 07:37:27,193.0,53,1
5754316,2013-02-11 07:22:02,111.0,73,1
5759075,2012-11-27 06:12:22,107.0,66,1
5760284,2013-03-24 14:53:20,52.0,7,0
5762865,2012-12-01 08:40:45,201.0,36,0
5764843,2013-02-28 17:18:44,84.0,5,0
5770227,2013-01-10 13:20:22,97.0,9,1
5771177,2013-04-25 21:05:45,66.0,41,0
5771571,2013-05-27 13:24:58,140.0,18,1
5776804,2012-11-15 15:31:29,46.0,31,0
5777437,2012-12-03 20:28:28,168.0,26,0
5787852,2012-12-24 18:01:08,153.0,53,1
5794133,2013-04-04 09:59:49,60.0,11,0
5807403,2013-04-07 11:00:27,132.0,186,1
5813179,2013-04-28 12:28:16,66.0,4,1
5813288,2013-02-23 13:30:41,56.0,2,0
5816472,2013-02-01 01:46:22,113.0,16,0
5816504,2013-03-13 11:52:56,144.0,30,1
5820016,2013-02-22 23:18:05,134.0,7,1
5821312,2013-02-20 19:52:56,109.0,78,1
5823640,2013-01-14 17:36:51,58.0,22,0
5826177,2013-02-23 21:52:33,82.0,9,0
5827488,2012-11-21 12:43:51,111.0,113,1
5829349,2012-12-04 10:28:25,94.0,57,0
5835207,2013-02-02 01:42:38,131.0,0,1
5837188,2013-06-25 21:53:57,50.0,7,0
5840918,2013-02-21 19:21:40,118.0,2,1
5843749,2012-12-14 22:25:56,69.0,1,1
5844403,2013-01-05 11:17:14,49.0,31,0
5846651,2013-06-18 02:57:13,66.0,0,0
5846876,2012-11-21 10:51:12,46.0,0,0
5848643,2013-04-22 18:03:22,109.0,31,1
5854498,2013-01-12 20:16:30,160.0,160,1
5867450,2013-01-03 08:23:09,212.0,3,0
5875137,2013-01-07 17:09:12,127.0,61,1
5879543,2013-06-20 12:40:06,62.0,17,0
5887758,2012-12-18 19:50:14,77.0,24,1
5890306,2013-04-11 19:04:38,54.0,5,0
5894361,2013-06-03 09:51:34,69.0,23,0
5895094,2013-04-10 06:21:31,142.0,51,1
5899010,2013-04-22 20:01:52,137.0,62,0
5900041,2013-06-28 14:58:07,130.0,113,1
5907077,2013-02-25 09:12:00,59.0,0,0
5912516,2013-04-21 03:54:17,75.0,1,0
5912638,2013-03-03 19:05:17,100.0,32,1
5915269,2013-03-02 14:55:41,103.0,8,0
5918354,2013-06-19 12:48:28,131.0,92,1
5928201,2012-11-02 17:20:32,43.0,16,0
5931278,2013-02-28 19:59:33,176.0,15,1
5932480,2013-01-08 11:40:06,61.0,62,0
5937811,2013-03-15 16:30:08,76.0,48,1
5938233,2012-11-02 13:27:12,122.0,28,1
5941564,2013-03-25 09:32:52,139.0,4,1
5941750,2013-06-07 16:23:35,60.0,30,0
5944556,2013-06-28 15:55:05,64.0,9,0
5946151,2013-01-20 17:30:34,123.0,19,1
5947716,2013-03-30 21:40:38,66.0,267,0
5949015,2012-11-05 11:22:21,75.0,7,0
5952352,2013-03-10 15:22:18,80.0,42,0
5953225,2013-02-17 13:38:36,98.0,39,1
5954256,2013-01-11 10:36:59,75.0,0,1
5955620,2013-01-07 21:14:19,296.0,1,0
5967138,2013-05-21 23:42:00,68.0,1,0
5967775,2013-03-13 13:22:40,230.0,3,1
5969486,2013-02-28 00:18:04,142.0,14,1
5971688,2013-06-26 10:06:42,91.0,10,1
5972638,2012-11-21 21:25:07,40.0,4,0
5975073,2012-11-09 06:20:54,126.0,0,1
5975143,2013-02-23 22:50:18,134.0,6,1
5976052,2013-04-23 12:14:36,50.0,8,0
5977045,2013-02-21 08:31:58,75.0,7,1
5977968,2012-11-21 20:45:57,140.0,2,1
5981204,2013-01-14 14:35:51,71.0,2,0
5982171,2013-02-17 21:08:57,142.0,27,1
5984464,2013-01-16 22:25:36,77.0,164,1
5993986,2013-03-21 10:11:06,124.0,218,1
5995674,2013-05-28 11:52:42,124.0,37,1
6004834,2013-04-16 20:33:28,206.0,17,1
6006060,2013-05-16 15:46:46,71.0,87,0
6007352,2013-06-04 19:06:12,130.0,3,1
6009916,2013-03-18 15:08:26,190.0,60,1
6011116,2013-04-24 12:08:54,60.0,74,0
6016258,2013-03-24 19:16:19,117.0,47,1
6017520,2013-04-13 23:23:24,155.0,19,1
6023268,2012-11-07 16:52:38,43.0,19,0
6031442,2013-06-21 13:08:29,176.0,42,1
6035926,2013-03-06 12:05:17,90.0,49,0
6040321,2013-05-15 11:16:05,103.0,21,0
6042841,2013-06-08 11:50:20,152.0,19,1
6047222,2013-02-26 15:21:30,137.0,10,1
6047730,2013-06-18 13:56:12,92.0,1,0
6050343,2013-06-04 11:01:56,65.0,13,0
6050956,2013-04-09 14:31:43,50.0,6,0
6055456,2012-11-27 14:22:33,105.0,123,1
6063158,2013-06-20 23:14:14,164.0,22,1
6067336,2013-01-01 12:33:26,275.0,8,0
6069006,2013-06-23 06:48:04,68.0,44,0
6070286,2013-04-30 12:35:28,216.0,4,1
6084749,2013-02-28 16:07:39,90.0,10,0
6086165,2013-03-03 13:24:38,96.0,2,0
6090783,2012-11-09 17:09:04,90.0,29,1
6092501,2013-01-15 08:16:52,46.0,6,0
6094652,2013-02-21 17:25:00,52.0,0,1
6096812,2013-04-21 15:40:11,276.0,5,1
6097204,2013-05-21 20:55:51,65.0,1,0
6104629,2013-05-24 23:47:19,154.0,15,1
6104661,2013-05-22 15:05:51,68.0,21,0
6106958,2012-11-09 14:19:58,104.0,3,0
6117269,2013-04-01 14:57:27,123.0,19,1
6118278,2012-12-17 10:39:52,115.0,89,1
6119097,2013-03-20 15:34:27,148.0,65,1
6120504,2013-03-05 09:03:00,148.0,18,1
6126869,2012-11-26 07:56:24,40.0,37,0
6133144,2012-12-09 10:39:24,109.0,18,1
6134103,2013-02-15 11:59:47,163.0,33,0
6143187,2013-05-28 14:27:07,135.0,10,1
6146529,2012-11-18 18:40:34,118.0,5,1
6153842,2012-11-11 17:25:03,70.0,143,0
6158591,2013-06-04 00:08:14,130.0,24,1
6162806,2012-11-06 10:16:52,66.0,1,0
6163315,2013-03-26 22:05:18,148.0,3,1
6165819,2013-05-18 09:39:32,56.0,58,0
6174267,2012-12-12 20:24:27,73.0,9,1
6174453,2013-06-25 18:44:04,162.0,17,1
6176602,2012-11-22 17:56:08,112.0,15,1
6179232,2013-06-11 11:57:37,68.0,5,0
6180531,2013-05-16 18:54:43,140.0,50,1
6186959,2013-04-29 15:10:39,71.0,63,0
6194956,2012-11-06 16:44:24,66.0,1,0
6194987,2013-05-02 10:41:32,141.0,99,1
6195147,2013-01-07 13:25:58,118.0,67,1
6196001,2012-11-26 10:27:15,57.0,16,0
6207068,2013-02-15 02:34:11,99.0,0,1
6207895,2013-05-31 11:42:33,51.0,2,0
6209600,2013-02-02 13:58:58,122.0,4,0
6215749,2013-05-11 11:50:09,80.0,102,0
6217439,2012-11-22 04:18:46,143.0,85,1
6232052,2013-05-29 12:10:40,112.0,127,1
6232444,2012-12-22 21:07:12,59.0,23,0
6236499,2012-12-19 07:19:10,393.0,20,0
6236881,2012-12-28 23:01:15,56.0,46,0
6239930,2012-11-08 13:58:12,56.0,26,0
6245484,2013-03-14 16:00:16,151.0,197,1
6245867,2013-02-12 19:53:17,132.0,23,1
6248436,2013-04-06 17:27:25,148.0,7,1
6252420,2013-01-03 18:33:05,61.0,9,1
6256411,2012-11-13 21:03:44,112.68,109,1
6261145,2012-11-18 23:19:09,96.0,44,0
6263059,2012-12-27 18:38:11,156.0,3,0
6273291,2013-01-20 13:27:15,149.24,19,1
6274237,2013-01-10 18:58:37,66.0,0,1
6275974,2013-01-16 08:37:02,102.0,23,1
6277725,2013-02-19 19:44:17,98.0,19,0
6281051,2013-06-27 15:11:33,150.0,2,1
6281114,2013-01-25 16:04:09,156.0,14,1
6292637,2013-02-18 15:47:15,62.0,169,0
6296632,2013-05-24 08:32:21,81.0,26,0
6297742,2013-02-14 09:00:50,114.0,23,1
6301845,2013-02-22 17:47:27,94.0,0,1
6302402,2012-12-23 01:20:19,52.0,38,0
6305462,2013-05-06 18:22:03,216.0,11,1
6306261,2012-12-02 17:38:49,176.0,6,1
6307886,2013-03-11 15:06:06,128.0,47,1
6310487,2013-01-22 23:07:24,56.0,1,0
6312640,2013-01-14 19:26:50,138.0,32,1
6318471,2013-05-06 16:18:33,93.0,44,0
6319961,2013-02-23 14:49:07,138.03,43,0
6324864,2013-01-04 17:56:44,61.0,1,1
6324989,2012-11-18 15:51:07,66.0,33,1
6329948,2013-06-06 19:05:54,74.0,3,0
6334980,2013-02-12 18:26:33,163.0,7,0
6337981,2013-04-01 13:56:55,69.0,20,0
6342463,2013-01-27 23:15:15,206.0,145,1
6342999,2012-11-14 20:34:45,56.0,39,0
6346742,2012-12-19 07:16:28,120.0,156,1
6353316,2013-03-11 04:02:35,60.0,164,1
6354791,2013-05-27 12:34:10,66.0,14,0
6355219,2013-01-28 12:52:58,87.0,292,1
6366699,2013-02-20 09:07:32,83.0,12,0
6367320,2013-03-13 10:06:04,136.0,94,1
6368908,2013-01-27 17:02:05,92.0,60,1
6371716,2013-04-01 16:21:40,101.0,2,0
6373776,2013-01-07 19:37:09,122.0,31,1
6375509,2012-11-23 18:43:11,285.0,37,0
6381478,2012-12-12 10:44:42,61.0,13,0
6388897,2013-05-04 11:13:33,76.0,9,0
6389958,2013-01-05 20:20:00,123.0,13,1
6390015,2013-06-20 12:55:53,172.0,15,1
6391700,2013-02-16 22:52:32,62.0,170,0
6392152,2013-01-26 15:51:48,158.0,7,1
6392211,2013-01-23 16:26:21,90.0,2,1
6394965,2013-02-28 22:19:45,130.0,1,1
6397822,2013-01-23 15:56:48,58.0,144,0
6402616,2012-12-27 10:50:19,90.0,1,1
6407975,2013-04-29 08:56:32,69.0,56,0
6409538,2012-12-03 00:11:36,43.0,7,0
6410905,2013-03-08 00:52:49,108.0,64,1
6411887,2013-01-21 15:24:27,166.0,11,1
6413096,2013-04-14 20:09:49,125.0,54,1
6413500,2013-06-17 14:32:57,127.0,6,0
6417088,2012-11-15 19:49:16,46.0,33,0
6418818,2013-03-15 03:35:39,181.0,97,1
6419380,2013-01-18 21:15:32,62.0,5,0
6424948,2013-02-11 21:04:52,66.0,64,0
6425630,2013-04-18 18:25:08,206.0,30,1
6427734,2012-11-07 21:19:48,85.0,6,0
6428778,2012-11-11 14:10:58,99.0,3,0
6431444,2013-04-02 11:51:00,50.0,55,0
6432797,2013-03-12 15:18:10,170.0,9,1
6433808,2013-04-19 16:09:15,113.0,31,0
6434697,2013-02-12 20:55:54,132.0,23,1
6435238,2013-03-10 11:52:58,107.0,7,0
6435289,2013-06-05 14:07:24,56.0,32,0
6436225,2012-11-22 22:29:21,40.0,27,0
6436501,2013-03-18 09:44:58,250.0,4,1
6437261,2013-01-28 17:48:39,92.0,171,1
6441279,2012-11-20 09:41:16,118.0,3,1
6442978,2013-03-05 17:59:52,100.0,171,1
6444889,2013-01-22 18:30:38,176.0,11,1
6446061,2013-06-08 14:05:50,246.0,0,1
6447537,2013-03-26 14:31:18,123.0,15,0
6449522,2013-03-06 20:01:45,97.0,11,0
6450496,2012-11-29 21:37:02,42.0,20,0
6453435,2013-01-01 19:59:20,154.0,143,1
6460221,2013-01-15 18:17:38,147.0,24,1
6461720,2013-03-10 17:45:51,185.0,40,1
6470085,2013-02-13 15:50:32,138.0,24,1
6475469,2013-03-19 22:03:34,150.0,1,0
6483819,2013-03-22 16:07:19,94.0,12,0
6484113,2012-12-03 21:11:04,59.0,29,0
6489140,2013-05-18 20:50:32,137.0,77,1
6491983,2013-02-07 11:36:15,58.0,52,0
6497532,2013-06-01 13:58:09,67.0,17,0
6500612,2013-02-11 07:13:56,167.0,4,1
6501024,2012-12-15 18:03:34,39.0,1,0
6502925,2013-06-24 21:14:57,139.0,11,1
6507003,2013-03-29 15:59:44,188.0,49,1
6507664,2013-02-25 18:22:54,97.0,5,1
6510413,2013-05-28 13:31:24,172.0,3,1
6510569,2013-05-03 18:47:59,160.0,51,0
6511206,2012-11-05 15:56:30,61.0,1,0
6518105,2013-06-26 14:43:05,64.0,41,0
6523157,2013-01-28 16:48:05,146.0,12,1
6528882,2013-04-15 00:09:04,71.0,7,0
6532035,2013-03-21 19:48:24,71.0,178,0
6552243,2013-03-17 18:56:23,66.0,87,0
6553689,2012-12-26 22:00:51,184.0,4,0
6560688,2013-04-23 08:58:28,86.0,69,0
6565183,2013-03-25 19:58:21,82.0,8,0
6574164,2013-02-12 19:28:47,144.0,30,1
6575133,2013-06-06 10:15:44,65.0,10,0
6576818,2012-12-29 08:41:12,49.0,3,0
6577146,2013-05-20 18:25:10,66.0,20,0
6577349,2013-03-15 19:32:03,164.46,0,1
6579850,2012-12-10 09:36:25,106.0,129,1
6580799,2013-04-16 13:49:38,272.0,3,1
6584236,2013-04-09 17:32:57,152.0,1,0
6584421,2013-03-08 07:50:25,166.0,84,1
6587327,2012-11-15 09:42:37,63.0,37,1
6591828,2013-01-24 19:14:02,109.0,1,1
6592644,2013-03-18 15:24:50,69.0,41,0
6598138,2013-01-02 13:27:16,58.0,18,0
6598216,2013-01-10 10:06:09,52.0,17,0
6598559,2012-12-05 16:07:17,92.0,45,1
6600518,2013-03-06 10:57:26,80.0,46,0
6602103,2012-12-22 18:25:44,52.0,38,0
6606272,2012-12-12 08:53:46,146.0,17,1
6608448,2013-06-21 16:26:37,54.0,9,0
6608763,2013-04-24 21:55:53,49.0,46,0
6610056,2013-05-23 14:35:27,95.0,16,1
6618556,2013-03-03 03:20:16,124.0,59,0
6619039,2012-12-07 15:09:15,258.0,31,0
6623171,2013-05-20 17:43:19,68.0,28,0
6624141,2013-02-05 19:27:36,59.0,141,0
6625800,2013-01-19 10:27:14,83.0,5,0
6625878,2012-11-22 02:19:15,273.0,47,0
6626509,2013-02-26 12:22:09,125.0,51,1
6628466,2013-01-04 18:04:06,61.0,1,1
6634791,2013-05-27 15:09:09,231.0,25,1
6635030,2013-03-05 08:58:55,131.0,51,1
6640128,2013-01-25 11:47:54,173.0,49,1
6644410,2013-03-04 09:34:20,86.0,0,0
6645167,2012-11-04 09:26:00,43.0,14,0
6645738,2013-01-24 19:18:40,129.0,127,1
6658396,2013-06-16 16:53:14,126.0,60,1
6658694,2013-04-04 20:51:03,65.0,13,0
6661071,2013-02-08 16:30:49,117.0,29,1
6661854,2013-05-22 13:06:19,215.0,3,1
6665804,2013-02-06 10:35:00,56.0,22,1
6669847,2013-05-28 16:36:42,122.0,79,1
6670091,2013-05-13 08:12:00,123.0,95,1
6674490,2013-03-04 13:20:47,117.0,24,1
6676032,2013-02-19 19:41:08,181.0,46,1
6678108,2013-05-19 20:51:49,61.0,8,0
6679736,2013-03-12 22:41:49,96.0,58,1
6680476,2013-01-11 18:31:57,44.0,2,0
6682126,2013-01-13 10:19:14,81.0,39,1
6682382,2013-02-22 16:19:35,122.0,256,0
6683271,2012-12-31 08:49:37,116.0,130,1
6684203,2012-12-25 17:40:59,58.0,97,0
6693285,2013-05-30 19:47:17,147.0,64,1
6693417,2012-12-23 00:26:57,62.0,12,1
6695217,2013-06-04 15:24:55,121.0,10,1
6701757,2013-03-07 11:41:22,198.0,79,1
6702491,2013-04-13 06:29:27,49.84,4,0
6703178,2013-05-16 12:07:50,65.0,46,0
6705548,2013-03-06 09:09:26,82.0,143,0
6707242,2012-12-09 15:21:23,84.0,60,1
6714287,2013-02-25 23:15:59,169.0,61,1
6714936,2013-05-15 11:00:00,66.0,57,1
6715554,2013-04-26 19:17:27,66.0,6,1
6716529,2013-05-01 21:28:57,170.0,2,1
6723213,2013-06-09 14:22:49,79.0,8,0
6725702,2013-06-07 08:21:15,179.0,8,1
6725942,2013-05-20 18:46:50,142.0,18,1
6727709,2013-05-15 08:21:25,93.0,152,0
6731366,2012-12-22 21:40:06,70.0,1,0
6737111,2013-03-28 20:35:20,90.0,207,0
6739416,2013-06-24 18:22:18,104.0,23,0
6744322,2013-01-15 11:32:37,79.0,33,0
6747754,2013-02-17 16:09:56,181.0,26,1
6752769,2013-02-05 08:12:15,90.0,53,1
6757460,2013-04-04 20:17:32,66.0,62,0
6758032,2013-05-29 15:59:14,88.0,22,1
6758896,2013-06-05 13:30:03,164.0,23,1
6769171,2013-02-20 15:15:27,150.0,16,1
6779613,2013-03-19 10:52:34,185.0,24,1
6780003,2013-05-23 09:41:52,92.0,122,0
6782048,2013-01-13 13:28:05,134.0,19,1
6789823,2012-11-04 22:26:05,120.0,5,1
6792017,2013-05-27 08:28:34,51.0,7,0
6792238,2013-05-05 13:29:17,93.0,45,0
6794375,2013-03-17 11:20:13,69.0,91,0
6795990,2013-01-13 22:51:26,134.0,5,1
6799136,2013-03-28 14:17:12,50.0,3,0
6801377,2013-05-01 17:07:04,78.0,53,0
6805290,2012-11-07 12:58:03,90.0,5,0
6808551,2013-05-31 16:42:11,53.0,2,0
6812240,2012-11-27 10:51:36,47.0,36,0
6819137,2012-12-19 20:05:01,69.0,3,1
6834528,2013-03-29 12:01:07,166.0,6,1
6836581,2012-12-24 17:57:23,122.0,5,1
6837552,2013-04-15 20:04:00,272.0,4,1
6840426,2013-04-11 12:57:11,39.0,17,0
6841258,2013-06-07 09:43:32,121.0,119,1
6841338,2012-11-07 21:45:22,112.0,16,1
6843777,2013-05-15 12:32:34,202.0,3,1
6845485,2013-01-07 12:37:07,88.0,3,1
6845551,2013-01-25 11:42:34,119.0,13,1
6846292,2013-01-25 18:55:56,167.0,7,1
6846408,2013-05-10 12:02:57,213.0,14,1
6848720,2012-12-28 14:41:37,304.0,10,0
6852438,2013-01-19 17:31:50,118.0,41,1
6853806,2012-12-07 20:55:56,109.0,20,1
6856699,2013-03-27 20:06:31,170.0,2,1
6858088,2013-06-27 09:14:41,74.0,0,1
6862167,2013-06-04 17:55:54,118.0,151,1
6862443,2013-05-28 14:35:11,140.0,26,0
6869764,2013-01-02 07:42:38,43.0,1,1
6872394,2013-04-18 10:17:02,81.0,4,0
6872979,2013-01-08 16:19:58,83.0,205,1
6876717,2013-02-27 16:33:40,62.0,27,0
6877266,2013-01-20 19:32:38,74.0,7,0
6881801,2013-06-17 10:19:29,158.0,116,1
6884146,2013-06-27 09:39:14,87.0,89,0
6887492,2013-04-03 21:02:54,165.0,4,0
6888714,2012-12-22 21:24:24,106.0,34,1
6896622,2013-01-30 09:10:21,176.0,142,1
6901574,2013-01-15 13:42:23,75.0,35,0
6907230,2013-03-16 13:42:28,250.0,6,1
6908364,2013-02-11 16:37:05,151.0,67,1
6909630,2013-05-17 05:46:14,62.0,31,0
6910199,2013-03-19 17:08:01,217.0,17,1
6911392,2013-02-11 16:44:49,94.0,10,1
6914830,2013-04-16 18:34:48,129.0,24,1
6915998,2013-06-12 16:38:00,60.0,25,0
6922573,2013-01-09 13:48:13,79.0,1,1
6923825,2013-05-07 16:34:07,143.0,31,1
6924839,2012-11-24 18:18:34,46.0,28,1
6924916,2013-06-21 20:04:42,218.0,7,1
6925391,2013-04-23 11:29:31,273.0,3,1
6931451,2013-02-20 18:51:54,127.0,58,1
6937115,2012-12-26 17:23:51,64.0,69,0
6941624,2013-04-23 18:38:46,134.0,16,1
6944380,2013-01-16 13:00:01,61.0,12,0
6951237,2013-01-10 16:38:09,125.0,8,1
6952507,2013-05-16 19:36:58,186.0,8,1
6955358,2013-05-31 15:41:31,60.0,24,0
6958718,2013-05-31 20:37:14,51.0,3,0
6958921,2013-05-02 13:54:33,150.0,24,0
6961648,2012-12-02 03:29:11,42.0,16,0
6967548,2013-01-06 13:18:17,96.0,160,1
6970665,2013-04-09 21:17:05,216.0,4,1
6974827,2013-02-06 12:52:46,118.0,16,1
6981904,2013-04-02 11:05:52,50.0,55,0
6991643,2013-05-08 17:45:49,136.0,38,1
6997283,2012-12-27 11:29:50,61.0,16,1
6999093,2012-12-14 23:20:50,66.0,21,1
7000124,2013-04-05 16:49:37,102.0,224,1
7001324,2013-01-21 13:55:17,156.0,25,1
7002865,2013-06-17 08:40:35,164.0,6,0
7009925,2013-05-14 12:41:51,200.0,5,0
7012228,2012-12-05 18:48:55,39.0,13,0
7012624,2013-04-28 14:12:51,66.0,100,0
7014956,2013-05-15 09:29:39,120.69,13,0
7021196,2012-11-02 01:04:45,139.0,0,1
7024290,2013-04-28 05:57:55,70.36,0,0
7026168,2013-03-05 07:07:22,152.0,72,1
7027347,2013-03-25 18:33:37,58.0,70,0
7029016,2013-05-13 13:03:11,66.0,36,0
7030683,2013-02-15 14:18:06,109.0,7,1
7032780,2013-06-14 15:18:25,40.0,11,0
7035960,2012-12-26 15:55:22,94.0,16,1
7037158,2012-11-04 11:17:58,53.0,15,0
7041157,2013-04-28 22:19:32,165.0,8,0
7059247,2013-05-18 01:43:59,72.0,5,1
7060131,2013-04-28 02:39:32,186.0,5,1
7072817,2013-01-27 17:26:05,146.0,13,1
7073813,2013-04-08 17:51:29,86.0,93,0
7074530,2013-04-22 23:24:48,156.0,144,1
7077877,2013-03-05 09:14:54,123.0,38,1
7079446,2012-12-14 17:55:59,50.0,164,0
7084383,2013-03-06 19:35:30,198.0,9,1
7085470,2013-01-20 20:29:46,88.0,17,0
7086819,2012-11-17 09:31:55,118.0,6,1
7091061,2012-11-01 10:15:25,128.0,0,1
7095386,2013-04-01 09:29:17,132.0,17,1
7098795,2012-12-06 13:16:34,106.0,50,1
7101801,2013-03-21 07:52:18,71.0,66,0
7107397,2013-01-25 14:45:40,97.0,29,1
7107488,2013-04-08 17:20:44,107.0,37,0
7107895,2012-12-18 13:48:43,58.0,16,1
7110210,2013-03-26 20:00:33,62.0,1,0
7113496,2013-01-20 00:32:05,76.0,67,0
7116419,2012-12-16 20:49:33,75.0,11,1
7126839,2012-11-20 22:57:24,160.0,3,1
7127644,2013-01-01 14:18:09,66.0,33,0
7130292,2013-06-03 04:35:55,66.0,69,0
7132480,2012-12-01 13:37:22,76.0,25,0
7133631,2012-12-04 09:27:35,66.0,31,1
7135584,2013-02-05 07:29:53,100.0,28,0
7144081,2012-12-02 23:55:38,93.0,40,1
7146327,2013-06-21 15:14:08,199.0,0,1
7147892,2013-03-06 11:11:23,86.0,62,0
7148101,2013-03-07 09:31:34,98.0,80,0
7149349,2013-02-18 19:18:30,80.0,14,0
7150565,2013-03-19 21:19:44,125.0,52,1
7155110,2013-06-18 09:18:40,98.0,130,1
7159488,2012-12-27 22:37:03,62.0,18,0
7159936,2012-12-08 08:08:07,59.0,4,0
7164177,2013-06-26 12:29:53,47.0,11,0
7164978,2013-05-12 18:14:51,166.0,124,1
7168208,2013-05-08 21:11:21,60.0,54,0
7168279,2012-11-21 10:50:35,44.0,13,0
7175357,2012-12-17 11:46:19,66.0,19,1
7178549,2013-01-09 18:39:45,160.0,163,1
7191611,2013-06-25 18:57:17,147.0,50,0
7196538,2013-03-26 22:31:38,232.0,10,1
7205806,2013-03-30 08:51:31,125.0,33,1
7208446,2013-01-15 19:45:10,90.0,44,1
7211327,2013-03-19 07:29:24,111.0,80,1
7212677,2013-05-16 10:42:21,106.0,58,1
7215603,2013-03-25 22:09:56,88.0,113,0
7219179,2012-11-20 15:20:56,116.0,38,1
7231985,2012-12-07 14:26:52,219.0,23,0
7232272,2013-03-03 11:36:29,170.0,62,1
7235454,2013-02-27 13:42:38,150.0,9,1
