show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,full_text,clean_text
s696,Movie,Besieged Bread,Soudade Kaadan,"Lama Hakeim, Gabriel Malki, Ehab Shaaban",,"June 17, 2021",2015,TV-14,12 min,"Dramas, International Movies","In battle-ridden Syria, a woman trying to smuggle bread into a blockaded area crosses paths with a soldier who has deserted the regime's forces.","Movie. Besieged Bread. Soudade Kaadan. Lama Hakeim, Gabriel Malki, Ehab Shaaban. nan. June 17, 2021. 12 min. 12 min. Dramas, International Movies. In battle-ridden Syria, a woman trying to smuggle bread into a blockaded area crosses paths with a soldier who has deserted the regime's forces.",movie besiege bread soudade kaadan lama hakeim gabriel malki ehab shaaban june min min dramas international movie battle ridden syria woman try smuggle bread blockaded area cross path soldier desert regime force
s697,TV Show,Black Summer,,"Jaime King, Justin Chu Cary, Christine Lee, Sal Velez Jr., Kelsey Flower, Erika Hau, Edsson Morales, Gwynyth Walsh, Stafford Perry, Mustafa Alabssi","Canada, United States","June 17, 2021",2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Horror","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.","TV Show. Black Summer. nan. Jaime King, Justin Chu Cary, Christine Lee, Sal Velez Jr., Kelsey Flower, Erika Hau, Edsson Morales, Gwynyth Walsh, Stafford Perry, Mustafa Alabssi. Canada, United States. June 17, 2021. 2 Seasons. 2 Seasons. TV Action & Adventure, TV Dramas, TV Horror. In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",tv show black summer jaime king justin chu cary christine lee sal velez jr kelsey flower erika hau edsson morale gwynyth walsh stafford perry mustafa alabssi canada united states june season season tv action adventure tv drama tv horror dark early day zombie apocalypse complete stranger band together find strength need survive get back love one
s698,TV Show,Elite Short Stories: Carla Samuel,,"Ester Expósito, Itzan Escamilla",,"June 17, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.","TV Show. Elite Short Stories: Carla Samuel. nan. Ester Expósito, Itzan Escamilla. nan. June 17, 2021. 1 Season. 1 Season. International TV Shows, Romantic TV Shows, Spanish-Language TV Shows. Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",tv show elite short story carla samuel ester exposito itzan escamilla june season season international tv show romantic tv show spanish language tv show samuel attempt big romantic gesture airport order persuade carla not board flight london
s699,Movie,Fan Girl,Antoinette Jadaone,"Charlie Dizon, Paulo Avelino",Philippines,"June 17, 2021",2020,TV-MA,101 min,"Dramas, Independent Movies, International Movies",An infatuated fan finds an unexpected way to meet her celebrity crush and discovers a dark reality behind the facade of fame and her fantasy world.,"Movie. Fan Girl. Antoinette Jadaone. Charlie Dizon, Paulo Avelino. Philippines. June 17, 2021. 101 min. 101 min. Dramas, Independent Movies, International Movies. An infatuated fan finds an unexpected way to meet her celebrity crush and discovers a dark reality behind the facade of fame and her fantasy world.",movie fan girl antoinette jadaone charlie dizon paulo avelino philippine june min min dramas independent movie international movie infatuated fan find unexpected way meet celebrity crush discover dark reality behind facade fame fantasy world
s700,TV Show,Katla,,"Guðrún Eyfjörð, Íris Tanja Flygenring, Aliette Opheim, Ingvar Sigurðsson, Þorsteinn Bachmann, Sólveig Arnarsdóttir, Björn Thors",Iceland,"June 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",The catastrophic eruption of subglacial volcano Katla turns a nearby community’s world upside down as mysteries begin to emerge from the ice.,"TV Show. Katla. nan. Guðrún Eyfjörð, Íris Tanja Flygenring, Aliette Opheim, Ingvar Sigurðsson, Þorsteinn Bachmann, Sólveig Arnarsdóttir, Björn Thors. Iceland. June 17, 2021. 1 Season. 1 Season. International TV Shows, TV Dramas, TV Mysteries. The catastrophic eruption of subglacial volcano Katla turns a nearby community’s world upside down as mysteries begin to emerge from the ice.",tv show katla gurun eyfjor iris tanja flygenring aliette opheim ingvar sigursson orsteinn bachmann solveig arnarsdottir bjorn thor iceland june season season international tv show tv drama tv mystery catastrophic eruption subglacial volcano katla turn nearby communitys world upside mystery begin emerge ice
s701,TV Show,Record of Ragnarok,,"Miyuki Sawashiro, Tomoyo Kurosawa, Tomokazu Seki, Soma Saito, Kazuhiro Yamaji, Hikaru Midorikawa, Wataru Takagi, Takahiro Sakurai, Junichi Suwabe, Yukihiro Nozuyama, Hinata Tadokoro, Taisuke Nakano, Tomohiro Yamaguchi, Tatsuhisa Suzuki, Rie Tanaka, Yoshitsugu Matsuoka, Sho Hayami",,"June 17, 2021",2021,TV-MA,1 Season,"Anime Series, International TV Shows","Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.","TV Show. Record of Ragnarok. nan. Miyuki Sawashiro, Tomoyo Kurosawa, Tomokazu Seki, Soma Saito, Kazuhiro Yamaji, Hikaru Midorikawa, Wataru Takagi, Takahiro Sakurai, Junichi Suwabe, Yukihiro Nozuyama, Hinata Tadokoro, Taisuke Nakano, Tomohiro Yamaguchi, Tatsuhisa Suzuki, Rie Tanaka, Yoshitsugu Matsuoka, Sho Hayami. nan. June 17, 2021. 1 Season. 1 Season. Anime Series, International TV Shows. Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",tv show record ragnarok miyuki sawashiro tomoyo kurosawa tomokazu seki soma saito kazuhiro yamaji hikaru midorikawa wataru takagi takahiro sakurai junichi suwabe yukihiro nozuyama hinata tadokoro taisuke nakano tomohiro yamaguchi tatsuhisa suzuki rie tanaka yoshitsugu matsuoka sho hayami june season season anime series international tv show eradicate humankind world god give one last chance prove worthy survival let ragnarok battle begin
s702,Movie,Red Snow,Marie Clements,"Asivak Koostachin, Shafin Karim, Mozhdah Jamalzadah, Kane Mahon, Ishaan Vasdev, Samuel Marty, Miika Bryce Whiskeyjack, Tantoo Cardinal",Canada,"June 17, 2021",2019,TV-MA,96 min,Dramas,"Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss.","Movie. Red Snow. Marie Clements. Asivak Koostachin, Shafin Karim, Mozhdah Jamalzadah, Kane Mahon, Ishaan Vasdev, Samuel Marty, Miika Bryce Whiskeyjack, Tantoo Cardinal. Canada. June 17, 2021. 96 min. 96 min. Dramas. Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss.",movie red snow marie clements asivak koostachin shafin karim mozhdah jamalzadah kane mahon ishaan vasdev samuel marty miika bryce whiskeyjack tantoo cardinal canada june min min dramas ambush taliban first nation soldier canada gets capture escape harrowing journey stir memory love loss
s703,Movie,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",United States,"June 17, 2021",2012,R,122 min,"Comedies, Dramas, Independent Movies","A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways.","Movie. Silver Linings Playbook. David O. Russell. Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman. United States. June 17, 2021. 122 min. 122 min. Comedies, Dramas, Independent Movies. A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways.",movie silver linings playbook david russell bradley cooper jennifer lawrence robert de niro jacki weaver chris tucker anupam kher john ortiz shea whigham julia stile paul herman united states june min min comedy drama independent movie man bipolar disorder move home parent make connection spirited widow help heal unique way
s704,TV Show,The Gift,,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,"June 17, 2021",2021,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,"TV Show. The Gift. nan. Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın. Turkey. June 17, 2021. 3 Seasons. 3 Seasons. International TV Shows, TV Dramas, TV Mysteries. A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.",tv show gift beren saat mehmet gunsur metin akdulger melisa senolsun basak koklukaya civan canova tim seyfi meral cetinkaya hazal turesan cezmi baskn turkey june season season international tv show tv drama tv mystery painter istanbul embark personal journey unearth universal secret anatolian archaeological site link past
s705,Movie,A Man For The Week End,Achille Brice,"Syndy Emade, Alexx Ekubo, Solange Ojong, Nchifor Valery, Miss Li, Becky Takang, Anurin Nwunembom, Nkwah Kingsley, Roger Brice Sobgo, Jeanne Mbenti",,"June 16, 2021",2018,TV-14,95 min,"Comedies, Dramas, International Movies",A career-focused woman convinces a colleague to pose as her boyfriend for a family visit — and must face a meddling mom and some unexpected feelings.,"Movie. A Man For The Week End. Achille Brice. Syndy Emade, Alexx Ekubo, Solange Ojong, Nchifor Valery, Miss Li, Becky Takang, Anurin Nwunembom, Nkwah Kingsley, Roger Brice Sobgo, Jeanne Mbenti. nan. June 16, 2021. 95 min. 95 min. Comedies, Dramas, International Movies. A career-focused woman convinces a colleague to pose as her boyfriend for a family visit — and must face a meddling mom and some unexpected feelings.",movie man week end achille brice syndy emade alexx ekubo solange ojong nchifor valery miss li becky takang anurin nwunembom nkwah kingsley roger brice sobgo jeanne mbenti june min min comedy drama international movie career focus woman convince colleague pose boyfriend family visit must face meddle mom unexpected feeling
s706,Movie,Biking Borders,Max Jabs,"Max Jabs, Nono Konopka",Germany,"June 16, 2021",2019,TV-14,89 min,"Documentaries, International Movies, Sports Movies","Best friends Max and Nono bike from Berlin to Beijing, collecting donations to build a school for a unique fundraising adventure in this documentary.","Movie. Biking Borders. Max Jabs. Max Jabs, Nono Konopka. Germany. June 16, 2021. 89 min. 89 min. Documentaries, International Movies, Sports Movies. Best friends Max and Nono bike from Berlin to Beijing, collecting donations to build a school for a unique fundraising adventure in this documentary.",movie bike border max jabs max jabs nono konopka germany june min min documentary international movie sport movie good friend max nono bike berlin beijing collect donation build school unique fundraising adventure documentary
s707,TV Show,Elite Short Stories: Omar Ander Alexis,,"Arón Piper, Omar Ayuso, Claudia Salas, Jorge Clemente, Laura Calero, Jon Rod",,"June 16, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment.","TV Show. Elite Short Stories: Omar Ander Alexis. nan. Arón Piper, Omar Ayuso, Claudia Salas, Jorge Clemente, Laura Calero, Jon Rod. nan. June 16, 2021. 1 Season. 1 Season. International TV Shows, Spanish-Language TV Shows, TV Dramas. Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment.",tv show elite short story omar ander alexis aron piper omar ayuso claudia salas jorge clemente laura calero jon rod june season season international tv show spanish language tv show tv drama remission ander set spend summer help alexis chemo partner go treatment
s708,TV Show,Let's Eat,Sarawut Wichiensarn,"Apinya Sakuljaroensuk, Mawin Taweephol, Nat Sakdatorn, Maneerat Kham-uan, Jaturong Mokjok, Pisamai Wilaisak, Rudklao Amratisha, Chatchaya Suthisuwan, Panapong Khaisang, May Haas",,"June 16, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him — but soon becomes her sidekick.,"TV Show. Let's Eat. Sarawut Wichiensarn. Apinya Sakuljaroensuk, Mawin Taweephol, Nat Sakdatorn, Maneerat Kham-uan, Jaturong Mokjok, Pisamai Wilaisak, Rudklao Amratisha, Chatchaya Suthisuwan, Panapong Khaisang, May Haas. nan. June 16, 2021. 1 Season. 1 Season. International TV Shows, Romantic TV Shows, TV Comedies. A food-blogging insurance agent encounters a friend from elementary school with a vendetta against him — but soon becomes her sidekick.",tv show let eat sarawut wichiensarn apinya sakuljaroensuk mawin taweephol nat sakdatorn maneerat kham uan jaturong mokjok pisamai wilaisak rudklao amratisha chatchaya suthisuwan panapong khaisang may haas june season season international tv show romantic tv show tv comedy food blogge insurance agent encounter friend elementary school vendetta soon become sidekick
s709,Movie,Lowriders,Ricardo de Montreuil,"Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria, Yvette Monreal, Cress Williams",United States,"June 16, 2021",2016,PG-13,98 min,"Dramas, Independent Movies","Caught up in the lowrider world of his father and embittered brother, an East LA graffiti artist grapples with a family feud while chasing his dreams.","Movie. Lowriders. Ricardo de Montreuil. Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria, Yvette Monreal, Cress Williams. United States. June 16, 2021. 98 min. 98 min. Dramas, Independent Movies. Caught up in the lowrider world of his father and embittered brother, an East LA graffiti artist grapples with a family feud while chasing his dreams.",movie lowrider ricardo de montreuil demian bichir gabriel chavarria theo rossi melissa benoist tony revolori eva longoria yvette monreal cress williams united states june min min dramas independent movie catch lowrider world father embitter brother east la graffiti artist grapple family feud chase dream
s710,TV Show,Millennials,,"Nicolás Riera, Laura Laprida, Juan Manuel Guilera, Johanna Francella, Matías Meyer, Noelia Marzol, Luisa Drozdek, Agustina Mindlin, Santiago Talledo, Chang Sung Kim, Osmar Nuñez, Fabio Aste",Argentina,"June 16, 2021",2020,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",A group of millennials copes with the pressures of adulting by tackling a diverse set of problems from unemployment to cheating.,"TV Show. Millennials. nan. Nicolás Riera, Laura Laprida, Juan Manuel Guilera, Johanna Francella, Matías Meyer, Noelia Marzol, Luisa Drozdek, Agustina Mindlin, Santiago Talledo, Chang Sung Kim, Osmar Nuñez, Fabio Aste. Argentina. June 16, 2021. 3 Seasons. 3 Seasons. International TV Shows, Romantic TV Shows, Spanish-Language TV Shows. A group of millennials copes with the pressures of adulting by tackling a diverse set of problems from unemployment to cheating.",tv show millennial nicolas riera laura laprida juan manuel guilera johanna francella matias meyer noelia marzol luisa drozdek agustina mindlin santiago talledo chang sung kim osmar nunez fabio aste argentina june season season international tv show romantic tv show spanish language tv show group millennial cope pressure adulte tackle diverse set problem unemployment cheat
s711,TV Show,Penguin Town,,,,"June 16, 2021",2021,TV-PG,1 Season,"Docuseries, Science & Nature TV","In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.","TV Show. Penguin Town. nan. nan. nan. June 16, 2021. 1 Season. 1 Season. Docuseries, Science & Nature TV. In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.",tv show penguin town june season season docuserie science nature tv picturesque south african town eclectic group endanger penguin flock together find mate raise family mix local
s712,Movie,Security,Peter Chelsom,"Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice Grannò, Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio",Italy,"June 16, 2021",2021,TV-MA,119 min,"Dramas, International Movies, Thrillers","After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.","Movie. Security. Peter Chelsom. Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice Grannò, Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio. Italy. June 16, 2021. 119 min. 119 min. Dramas, International Movies, Thrillers. After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",movie security peter chelsom marco damore maya sansa silvio muccino valeria bilello ludovica martino giulio pranno tommaso ragno beatrice granno antonio zavatteri anna della rosa fabrizio bentivoglio italy june min min dramas international movie thriller assault young woman seaside town security expert family get catch powerful riptide secret lie
s713,Movie,Silver Skates,Michael Lockshin,"Fedor Fedotov, Sonya Priss, Yury Borisov, Kirill Zaitsev, Aleksey Guskov, Severija Janusauskaite, Cathy Belton",,"June 16, 2021",2020,TV-MA,138 min,"Action & Adventure, Dramas, International Movies","On the frozen rivers and canals of St. Petersburg, a petty thief on skates warms the heart of an aristocrat’s daughter as forces try to keep them apart.","Movie. Silver Skates. Michael Lockshin. Fedor Fedotov, Sonya Priss, Yury Borisov, Kirill Zaitsev, Aleksey Guskov, Severija Janusauskaite, Cathy Belton. nan. June 16, 2021. 138 min. 138 min. Action & Adventure, Dramas, International Movies. On the frozen rivers and canals of St. Petersburg, a petty thief on skates warms the heart of an aristocrat’s daughter as forces try to keep them apart.",movie silver skates michael lockshin fedor fedotov sonya priss yury borisov kirill zaitsev aleksey guskov severija janusauskaite cathy belton june min min action adventure drama international movie frozen river canal st petersburg petty thief skate warm heart aristocrat daughter force try keep apart
s714,TV Show,Avengers Climate Conundrum,,"Giles Panton, Michael Daingerfield, Bill Newton, James Blight, Nicole Oliver, Adrian Petriw, Alex Barima, Rebecca Shoichet",United States,"June 15, 2021",2020,TV-Y7,1 Season,"Kids' TV, TV Comedies","When a mysterious force steals Tony Stark’s weather machine to wreak havoc on the world, the Avengers must survive the extreme storms to save the day.","TV Show. Avengers Climate Conundrum. nan. Giles Panton, Michael Daingerfield, Bill Newton, James Blight, Nicole Oliver, Adrian Petriw, Alex Barima, Rebecca Shoichet. United States. June 15, 2021. 1 Season. 1 Season. Kids' TV, TV Comedies. When a mysterious force steals Tony Stark’s weather machine to wreak havoc on the world, the Avengers must survive the extreme storms to save the day.",tv show avenger climate conundrum giles panton michael daingerfield bill newton james blight nicole oliver adrian petriw alex barima rebecca shoichet united states june season season kids tv tv comedy mysterious force steal tony stark weather machine wreak havoc world avenger must survive extreme storm save day
s715,TV Show,Beyond Evil,,"Shin Ha-kyun, Yeo Jin-goo, Choi Dae-hoon, Choi Sung-eun, Cheon Ho-jin, Choi Jin-ho",,"June 15, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers","As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own.","TV Show. Beyond Evil. nan. Shin Ha-kyun, Yeo Jin-goo, Choi Dae-hoon, Choi Sung-eun, Cheon Ho-jin, Choi Jin-ho. nan. June 15, 2021. 1 Season. 1 Season. Crime TV Shows, International TV Shows, TV Thrillers. As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own.",tv show beyond evil shin ha kyun yeo jin goo choi dae hoon choi sung eun cheon ho jin choi jin ho june season season crime tv show international tv show tv thriller killing resemble cold case resurface small town chase truth fall two policeman harbor secret
s716,TV Show,Elite Short Stories: Nadia Guzmán,,"Mina El Hammani, Miguel Bernardeau, Omar Ayuso",,"June 15, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.","TV Show. Elite Short Stories: Nadia Guzmán. nan. Mina El Hammani, Miguel Bernardeau, Omar Ayuso. nan. June 15, 2021. 1 Season. 1 Season. International TV Shows, Romantic TV Shows, Spanish-Language TV Shows. Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.",tv show elite short story nadia guzman mina el hammani miguel bernardeau omar ayuso june season season international tv show romantic tv show spanish language tv show nadia feel conflict whether not see long distance boyfriend guzman return spain sister wedding
s717,Movie,FTA,Francine Parker,"Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson",United States,"June 15, 2021",1972,TV-MA,104 min,Documentaries,"The restored documentary captures the Pacific leg of the 1971 anti-Vietnam War ""Free the Army"" comedy tour and experiences on both sides of the stage.","Movie. FTA. Francine Parker. Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson. United States. June 15, 2021. 104 min. 104 min. Documentaries. The restored documentary captures the Pacific leg of the 1971 anti-Vietnam War ""Free the Army"" comedy tour and experiences on both sides of the stage.",movie fta francine parker jane fonda donald sutherland pamela donegan len chandler michael alaimo holly near paul mooney rita martinson united states june min min documentaries restore documentary capture pacific leg anti vietnam war free army comedy tour experience side stage
s718,Movie,Headspace: Unwind Your Mind,,"Andy Puddicombe, Evelyn Lewis Prieto, Ginger Daniels, Darren Pettie, Simon Prebble, Rhiannon Mcgavin, Kate Seftel",,"June 15, 2021",2021,TV-G,273 min,Documentaries,"Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special.","Movie. Headspace: Unwind Your Mind. nan. Andy Puddicombe, Evelyn Lewis Prieto, Ginger Daniels, Darren Pettie, Simon Prebble, Rhiannon Mcgavin, Kate Seftel. nan. June 15, 2021. 273 min. 273 min. Documentaries. Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special.",movie headspace unwind mind andy puddicombe evelyn lewis prieto ginger daniel darren pettie simon prebble rhiannon mcgavin kate seftel june min min documentary want relax meditate sleep deeply personalize experience accord mood mindset headspace interactive special
s719,Movie,Life of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",United States,"June 15, 2021",2013,R,101 min,"Comedies, Independent Movies","After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back.","Movie. Life of Crime. Daniel Schechter. Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan. United States. June 15, 2021. 101 min. 101 min. Comedies, Independent Movies. After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back.",movie life crime daniel schechter jennifer aniston mos def isla fisher forte mark boone junior tim robbins john hawkes clea lewis charlie tahan kevin corrigan united states june min min comedy independent movie two small time crook kidnap ransom rich businessman wife discover flaw plan cheat husband not want back
s720,TV Show,Power Rangers Dino Fury,,"Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang",United States,"June 15, 2021",2021,TV-G,1 Season,Kids' TV,"With the prehistoric force of the dinosaurs, a new crew of Power Rangers must deal with a menacing army of alien creatures attacking Earth.","TV Show. Power Rangers Dino Fury. nan. Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang. United States. June 15, 2021. 1 Season. 1 Season. Kids' TV. With the prehistoric force of the dinosaurs, a new crew of Power Rangers must deal with a menacing army of alien creatures attacking Earth.",tv show power ranger dino fury russell curry hunter deno kai moya tessa rao chance perez shavaughn ruakere blair strang united states june season season kid tv prehistoric force dinosaur new crew power ranger must deal menacing army alien creature attack earth
s721,TV Show,Rhyme Time Town,,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir",,"June 15, 2021",2021,TV-Y,2 Seasons,Kids' TV,Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.,"TV Show. Rhyme Time Town. nan. Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir. nan. June 15, 2021. 2 Seasons. 2 Seasons. Kids' TV. Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.",tv show rhyme time town luke amis annabelle westenholz smith maddie evans jude muir june season season kid tv fun love friend daisy cole use music imagination solve problem town fill nursery rhyme character
s722,Movie,Rogue Warfare: Death of a Nation,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",United States,"June 15, 2021",2020,R,99 min,Action & Adventure,"As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.","Movie. Rogue Warfare: Death of a Nation. Mike Gunther. Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey. United States. June 15, 2021. 99 min. 99 min. Action & Adventure. As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.",movie rogue warfare death nation mike gunther yun lee jermaine love rory markham bertrand xavier corbi katie keene fernando chien gina decesare michael blalock stephen lang chris mulkey united states june min min action adventure leader recover trauma global team elite soldier must regroup stop deadly plan extremist mastermind within hour
s723,Movie,Sir! No Sir!,David Zeiger,Troy Garity,United States,"June 15, 2021",2005,TV-MA,84 min,Documentaries,This documentary chronicles the largely forgotten antiwar activities of American GIs and other members of the military during the Vietnam era.,"Movie. Sir! No Sir!. David Zeiger. Troy Garity. United States. June 15, 2021. 84 min. 84 min. Documentaries. This documentary chronicles the largely forgotten antiwar activities of American GIs and other members of the military during the Vietnam era.",movie sir no sir david zeiger troy garity united states june min min documentaries documentary chronicle largely forget antiwar activity american gis member military vietnam era
s724,TV Show,The American Bible Challenge,Michael Simon,Jeff Foxworthy,United States,"June 15, 2021",2014,TV-G,1 Season,Reality TV,"Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice.","TV Show. The American Bible Challenge. Michael Simon. Jeff Foxworthy. United States. June 15, 2021. 1 Season. 1 Season. Reality TV. Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice.",tv show american bible challenge michael simon jeff foxworthy united states june season season reality tv join host jeff foxworthy contestant test knowledge thing biblical compete win money charity choice
s725,Movie,The Reason I Jump,Jerry Rothwell,,"United States, United Kingdom","June 15, 2021",2021,TV-14,82 min,Documentaries,The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.,"Movie. The Reason I Jump. Jerry Rothwell. nan. United States, United Kingdom. June 15, 2021. 82 min. 82 min. Documentaries. The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.",movie reason I jump jerry rothwell united states united kingdom june min min documentaries diverse experience emotion five young people autism fuel illuminate documentary base naoki higashida bestselling memoir
s726,TV Show,Elite Short Stories: Guzmán Caye Rebe,,"Miguel Bernardeau, Claudia Salas, Georgina Amorós",,"June 14, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.","TV Show. Elite Short Stories: Guzmán Caye Rebe. nan. Miguel Bernardeau, Claudia Salas, Georgina Amorós. nan. June 14, 2021. 1 Season. 1 Season. International TV Shows, Spanish-Language TV Shows, TV Dramas. Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",tv show elite short story guzman caye rebe miguel bernardeau claudia salas georgina amoros june season season international tv show spanish language tv show tv drama rebe host intimate house warming party friend situation take dramatic turn help drug unexpected visitor
